,Topic_Number,LDA_Equation
332,332,"[('corner_store', 0.16587677725118483), ('checkedin_corner', 0.12085308056872038), ('icycold_checkedin', 0.0947867298578199), ('store_fm', 0.08056872037914692), ('fm_icycold', 0.052132701421800945), ('trident_checkedin', 0.02843601895734597), ('roosevelt_ave', 0.023696682464454975), ('reeses_checkedin', 0.018957345971563982), ('hwy', 0.014218009478672985), ('store_roosevelt', 0.014218009478672985)]"
333,333,"[('whiteout', 0.014814814814814815), ('adoration', 0.014814814814814815), ('vhn', 0.014814814814814815), ('yaaaaaaaaay', 0.007407407407407408), ('timidity', 0.007407407407407408), ('jasminescent', 0.007407407407407408), ('capacity', 0.007407407407407408), ('counsels_office', 0.007407407407407408), ('personalitys', 0.007407407407407408), ('wayn', 0.007407407407407408)]"
334,334,"[('yesis', 0.012903225806451613), ('overabundance', 0.012903225806451613), ('questioning', 0.012903225806451613), ('americankill', 0.012903225806451613), ('fewer', 0.012903225806451613), ('clone', 0.012903225806451613), ('pandemic', 0.0064516129032258064), ('zoomin', 0.0064516129032258064), ('binding', 0.0064516129032258064), ('batten', 0.0064516129032258064)]"
335,335,"[('bob_marley', 0.01680672268907563), ('ghostyouth', 0.01680672268907563), ('sinfulness', 0.008403361344537815), ('prematurely', 0.008403361344537815), ('mano', 0.008403361344537815), ('moanssnowy', 0.008403361344537815), ('focusedbe', 0.008403361344537815), ('statesman', 0.008403361344537815), ('ghostly', 0.008403361344537815), ('yearswe', 0.008403361344537815)]"
336,336,"[('liked_video', 0.2493106951095632), ('video', 0.021187055579741692), ('fps', 0.011319111885067479), ('pc', 0.010593527789870846), ('gtx', 0.01044841097083152), ('call', 0.010158177332752866), ('review', 0.009432593237556233), ('titanfall', 0.00914235959947758), ('gameplay', 0.008126541866202293), ('gaming_pc', 0.008126541866202293)]"
337,337,"[('mfg', 0.024390243902439025), ('autopsy', 0.012195121951219513), ('national_emergency', 0.012195121951219513), ('victimize', 0.012195121951219513), ('vengeful', 0.012195121951219513), ('songz', 0.012195121951219513), ('sappynot', 0.012195121951219513), ('gamesmusic', 0.012195121951219513), ('coexisted', 0.012195121951219513), ('poemand', 0.012195121951219513)]"
338,338,"[('florida', 0.04), ('venice', 0.027450980392156862), ('beautiful', 0.023529411764705882), ('chihuahua', 0.01803921568627451), ('congrat', 0.01647058823529412), ('north', 0.01568627450980392), ('emmy', 0.012549019607843137), ('mile', 0.012549019607843137), ('jennifer_beal', 0.011764705882352941), ('steeler', 0.011764705882352941)]"
339,339,"[('library', 0.07278481012658228), ('listen', 0.05443037974683544), ('station', 0.04050632911392405), ('librarian', 0.024683544303797468), ('turf', 0.013924050632911392), ('challenge', 0.013924050632911392), ('ohio', 0.013924050632911392), ('god', 0.013291139240506329), ('mine', 0.01139240506329114), ('cdc', 0.01139240506329114)]"
340,340,"[('dickplanet', 0.01282051282051282), ('jelus', 0.01282051282051282), ('thrilling', 0.01282051282051282), ('adam_yauch', 0.01282051282051282), ('cupid', 0.01282051282051282), ('remind', 0.01282051282051282), ('darby', 0.01282051282051282), ('maturity', 0.01282051282051282), ('choose', 0.01282051282051282), ('giggly', 0.01282051282051282)]"
341,341,"[('recipe', 0.040945790080738176), ('make', 0.03748558246828143), ('chicken', 0.031910803537101115), ('delicious', 0.01768550557477893), ('grill', 0.013071895424836602), ('party', 0.012302960399846213), ('easy', 0.011726259131103423), ('enjoy', 0.009996155324875048), ('salad', 0.00980392156862745), ('receive', 0.009611687812379853)]"
342,342,"[('dog', 0.047619047619047616), ('cool', 0.045112781954887216), ('sergal', 0.017543859649122806), ('yakuza', 0.015037593984962405), ('pathological', 0.015037593984962405), ('commission', 0.015037593984962405), ('normie', 0.015037593984962405), ('purr', 0.012531328320802004), ('cuck', 0.010025062656641603), ('opo', 0.010025062656641603)]"
343,343,"[('contributor', 0.044642857142857144), ('dashboard', 0.03571428571428571), ('ngay', 0.017857142857142856), ('ti', 0.017857142857142856), ('fckhanh', 0.017857142857142856), ('supernatural', 0.008928571428571428), ('addon', 0.008928571428571428), ('gtoak', 0.008928571428571428), ('woodstock', 0.008928571428571428), ('tiempo', 0.008928571428571428)]"
344,344,"[('pandora', 0.10572947430596574), ('listen', 0.09509746012994684), ('coast', 0.027170702894270527), ('texas', 0.02067336089781453), ('capricorn', 0.012404016538688719), ('houston', 0.008860011813349085), ('posted_photo', 0.005906674542232723), ('ghost', 0.005906674542232723), ('photo', 0.005906674542232723), ('son', 0.005316007088009451)]"
345,345,"[('captin', 0.010309278350515464), ('caregun', 0.010309278350515464), ('ummhere', 0.010309278350515464), ('viewe', 0.010309278350515464), ('junie', 0.010309278350515464), ('voila', 0.010309278350515464), ('previouscc', 0.010309278350515464), ('seasoned', 0.010309278350515464), ('hartkid', 0.010309278350515464), ('highestpaid', 0.010309278350515464)]"
346,346,"[('easter_egg', 0.05261091480172752), ('red_dead', 0.0502552021986651), ('redemption', 0.03965449548488418), ('fortnite', 0.019238319591676482), ('location', 0.019238319591676482), ('cry', 0.016489988221436984), ('challenge', 0.014134275618374558), ('fallout', 0.013741656851197487), ('server', 0.013349038084020416), ('dying_light', 0.012563800549666274)]"
347,347,"[('word', 0.049813200498132), ('write', 0.04296388542963885), ('total', 0.031133250311332503), ('tonight', 0.021170610211706103), ('michigan', 0.02054794520547945), ('toddler', 0.0161892901618929), ('writing', 0.015566625155666251), ('ms', 0.011830635118306352), ('scene', 0.011830635118306352), ('dude', 0.0112079701120797)]"
348,348,"[('win', 0.136299633905942), ('month', 0.05970149253731343), ('chance', 0.05491410870177415), ('enter', 0.04421289777527457), ('join', 0.04308645451985356), ('gas', 0.03689101661503802), ('lucktastic', 0.030695578710222472), ('free_grocerie', 0.028442692199380455), ('contest', 0.026753027316248942), ('month_lucktastic', 0.02450014080540693)]"
349,349,"[('london', 0.024844720496894408), ('dreamwalk', 0.018633540372670808), ('finnish', 0.018633540372670808), ('jlkeen', 0.018633540372670808), ('kan', 0.012422360248447204), ('joo', 0.012422360248447204), ('guns_ros', 0.012422360248447204), ('tytyy', 0.012422360248447204), ('ihan', 0.012422360248447204), ('goodwin', 0.012422360248447204)]"
350,350,"[('haha', 0.0472193074501574), ('tahoe', 0.02833158447009444), ('beach', 0.023084994753410283), ('oakland', 0.02098635886673662), ('baseball', 0.01888772298006296), ('state', 0.013641133263378805), ('raider', 0.012591815320041973), ('lake_tahoe', 0.012591815320041973), ('nba', 0.012591815320041973), ('solid', 0.011542497376705142)]"
351,351,"[('plant', 0.04222648752399232), ('episode', 0.02399232245681382), ('lichen', 0.02111324376199616), ('podcast', 0.019193857965451054), ('flower', 0.01727447216890595), ('moss', 0.016314779270633396), ('welsh', 0.013435700575815739), ('pumpkin', 0.012476007677543186), ('celtic', 0.011516314779270634), ('tiny', 0.009596928982725527)]"
352,352,"[('measle', 0.012987012987012988), ('rbu', 0.012987012987012988), ('afib', 0.012987012987012988), ('performatively', 0.012987012987012988), ('rou', 0.012987012987012988), ('statedbut', 0.012987012987012988), ('unharmed', 0.012987012987012988), ('periodic_reminder', 0.012987012987012988), ('passwordit', 0.012987012987012988), ('leftover', 0.012987012987012988)]"
353,353,"[('trap', 0.028890959925442685), ('smoke', 0.024231127679403542), ('lmao', 0.024231127679403542), ('boutta', 0.0195712954333644), ('iphone', 0.017707362534948742), ('mixtape', 0.012115563839701771), ('wit', 0.012115563839701771), ('cig', 0.011183597390493943), ('finna', 0.011183597390493943), ('kush', 0.011183597390493943)]"
354,354,"[('bronco', 0.12362242453282224), ('vote', 0.0340201245807379), ('retweet', 0.033540967896502155), ('denver', 0.01629132726401533), ('super_bowl', 0.01581217057977959), ('country', 0.013895543842836608), ('story', 0.013416387158600862), ('practice', 0.013416387158600862), ('nfl', 0.012937230474365118), ('congratulate', 0.011978917105893628)]"
355,355,"[('god', 0.0351985559566787), ('happiness', 0.02527075812274368), ('faith', 0.02075812274368231), ('ppl', 0.019855595667870037), ('prayer', 0.017148014440433214), ('amazing', 0.017148014440433214), ('fantastic', 0.01263537906137184), ('read', 0.01263537906137184), ('side', 0.011732851985559567), ('grace', 0.010830324909747292)]"
356,356,"[('thermostat', 0.0365296803652968), ('harmony_hub', 0.0365296803652968), ('deactivate', 0.0182648401826484), ('tcc', 0.0136986301369863), ('readd', 0.0136986301369863), ('bluetooth_speaker', 0.0091324200913242), ('breaker', 0.0091324200913242), ('cuffed', 0.0091324200913242), ('rowdy', 0.0091324200913242), ('venomous', 0.0091324200913242)]"
357,357,"[('nasa', 0.09089569829110195), ('follow', 0.04478491455509723), ('nasa_nasa', 0.02799057159693577), ('space_station', 0.018120212139068944), ('mission', 0.014289923394225103), ('launch', 0.013847967000589274), ('medium', 0.011932822628167354), ('space', 0.011048909840895698), ('nasa_astronaut', 0.010459634649381261), ('international_space', 0.010312315851502652)]"
358,358,"[('chet', 0.021052631578947368), ('fat_tire', 0.021052631578947368), ('omnomnom', 0.010526315789473684), ('uzbekistani', 0.010526315789473684), ('tonigh', 0.010526315789473684), ('constitution', 0.010526315789473684), ('pretentiously', 0.010526315789473684), ('keef', 0.010526315789473684), ('bedingfield', 0.010526315789473684), ('elana', 0.010526315789473684)]"
359,359,"[('lowry', 0.020618556701030927), ('neg', 0.010309278350515464), ('lombok', 0.010309278350515464), ('mvhs', 0.010309278350515464), ('stadtbus', 0.010309278350515464), ('gradeschool', 0.010309278350515464), ('hyeri', 0.010309278350515464), ('standardssteph', 0.010309278350515464), ('experiencesand', 0.010309278350515464), ('within_hour', 0.010309278350515464)]"
360,360,"[('chelsea', 0.054959785522788206), ('romney', 0.020107238605898123), ('chapter', 0.014745308310991957), ('match', 0.014745308310991957), ('torre', 0.013404825737265416), ('arsenal', 0.013404825737265416), ('goal', 0.012064343163538873), ('spur', 0.010723860589812333), ('poem', 0.010723860589812333), ('lampard', 0.010723860589812333)]"
361,361,"[('lmao', 0.04771371769383698), ('comrade', 0.02982107355864811), ('code_burtmcgirt', 0.02385685884691849), ('gd', 0.019880715705765408), ('diversion', 0.019880715705765408), ('gon', 0.015904572564612324), ('womp_womp', 0.015904572564612324), ('divert', 0.013916500994035786), ('willfully_ignorant', 0.013916500994035786), ('hpv', 0.011928429423459244)]"
362,362,"[('leave', 0.029544521953221173), ('corporation', 0.020927369716865), ('corporate', 0.020106688551497744), ('policy', 0.013541239228559704), ('medicare', 0.013130898645876077), ('progressive', 0.013130898645876077), ('sander', 0.012310217480508822), ('healthcare', 0.010668855149774312), ('capitalism', 0.010258514567090685), ('cost', 0.009848173984407058)]"
363,363,"[('shield', 0.016666666666666666), ('whenyoure', 0.008333333333333333), ('videotaping', 0.008333333333333333), ('hathink', 0.008333333333333333), ('catstheir', 0.008333333333333333), ('stuffhe', 0.008333333333333333), ('beforedandy', 0.008333333333333333), ('grossbut', 0.008333333333333333), ('stapleton', 0.008333333333333333), ('ooohh', 0.008333333333333333)]"
364,364,"[('class', 0.03612706258631969), ('college', 0.02784037217416588), ('hour', 0.0232608853674493), ('school', 0.01940830122846551), ('life', 0.017445664025586973), ('tomorrow', 0.012066584284364324), ('final', 0.011921203750817766), ('student', 0.01163044268372465), ('mom', 0.011339681616631533), ('semester', 0.0107581594824453)]"
365,365,"[('tweeting_activity', 0.08787632221318145), ('min', 0.07892595606183889), ('tweets_consumed', 0.06834825061025224), ('following_stock', 0.06834825061025224), ('aapl', 0.043938161106590726), ('iwm', 0.026851098454027666), ('tsla', 0.022782750203417412), ('esf', 0.022782750203417412), ('amzn', 0.02115541090317331), ('dia', 0.02115541090317331)]"
366,366,"[('https', 0.02543450614667232), ('nyc', 0.018651971174226366), ('run', 0.016532428995337006), ('prison', 0.01483679525222552), ('datum', 0.01483679525222552), ('http', 0.011021619330224672), ('harlem', 0.009325985587113183), ('brooklyn', 0.008902077151335312), ('tech', 0.00847816871555744), ('german', 0.008054260279779568)]"
367,367,"[('bragging_right', 0.035404141616566465), ('cars_battle', 0.03473613894455578), ('dream_mustang', 0.03473613894455578), ('build', 0.03473613894455578), ('grand_rapid', 0.03072812291249165), ('detroit', 0.018704074816299265), ('lake_michigan', 0.01736806947227789), ('kratom', 0.016700066800267203), ('wing', 0.01603206412825651), ('walker', 0.01603206412825651)]"
368,368,"[('screening', 0.016260162601626018), ('gameswell', 0.016260162601626018), ('homeit', 0.008130081300813009), ('gamesit', 0.008130081300813009), ('pfunny', 0.008130081300813009), ('staythere', 0.008130081300813009), ('chicagonothing', 0.008130081300813009), ('unsurprising', 0.008130081300813009), ('fr', 0.008130081300813009), ('accelerate', 0.008130081300813009)]"
369,369,"[('tonegawa', 0.013986013986013986), ('piranha', 0.013986013986013986), ('jalter', 0.013986013986013986), ('ventus', 0.013986013986013986), ('apparently', 0.006993006993006993), ('celebratory', 0.006993006993006993), ('kinoko', 0.006993006993006993), ('domincan', 0.006993006993006993), ('deegan', 0.006993006993006993), ('feller', 0.006993006993006993)]"
370,370,"[('jaguar', 0.11238293444328824), ('jag', 0.061394380853277836), ('hype', 0.03954214360041623), ('awesome', 0.018730489073881373), ('sack', 0.01664932362122789), ('jacksonville', 0.015608740894901144), ('jax', 0.014568158168574402), ('gus', 0.012486992715920915), ('waive', 0.009365244536940686), ('ramsey', 0.009365244536940686)]"
371,371,"[('bear', 0.014720985963711058), ('twitter', 0.013693940431359124), ('album', 0.013693940431359124), ('nice', 0.013351591920575145), ('tweet', 0.013009243409791168), ('bull', 0.010612803834303321), ('def', 0.010612803834303321), ('hahah', 0.008558712769599451), ('man', 0.008216364258815475), ('daft_punk', 0.007874015748031496)]"
372,372,"[('follow', 0.06073534947923202), ('giveaway', 0.060107918182958964), ('month', 0.03475969381352742), ('free', 0.03212448236918058), ('retweet', 0.03036767473961601), ('winner', 0.025975655665704606), ('copy', 0.021081691554774754), ('flash_giveaway', 0.014932864851298782), ('prize', 0.011795708369933492), ('supreme', 0.01167022211067888)]"
373,373,"[('vote', 0.022340911924851405), ('trump', 0.020189949706970363), ('american', 0.012303088241406543), ('people', 0.011554927469969658), ('election', 0.010588553140197016), ('state', 0.01001704143979384), ('government', 0.009175360571927344), ('country', 0.008957147013591587), ('president', 0.008738933455255829), ('democrat', 0.00801155492746997)]"
374,374,"[('powerful', 0.041407867494824016), ('write', 0.030020703933747412), ('find', 0.027950310559006212), ('book', 0.026915113871635612), ('plan', 0.024844720496894408), ('happen', 0.019668737060041408), ('land', 0.018633540372670808), ('golden', 0.018633540372670808), ('truth', 0.017598343685300208), ('romance', 0.017598343685300208)]"
375,375,"[('usi', 0.0196078431372549), ('communi', 0.00980392156862745), ('setlist', 0.00980392156862745), ('togetherthese', 0.00980392156862745), ('incrementalist', 0.00980392156862745), ('kom', 0.00980392156862745), ('nocall', 0.00980392156862745), ('privledg', 0.00980392156862745), ('eerily', 0.00980392156862745), ('cinq', 0.00980392156862745)]"
376,376,"[('chance', 0.12732041969330105), ('follow', 0.09786117836965294), ('win', 0.09079903147699758), ('retweet', 0.04943502824858757), ('exclusive', 0.04116222760290557), ('end', 0.036924939467312345), ('pop', 0.036117836965294595), ('follow_cag', 0.01916868442292171), ('rule', 0.018765133171912834), ('code', 0.01533494753833737)]"
377,377,"[('dale', 0.037037037037037035), ('adaptorcharger', 0.018518518518518517), ('triangle', 0.018518518518518517), ('mouthmovie', 0.018518518518518517), ('flagstaff', 0.018518518518518517), ('tinnitus', 0.018518518518518517), ('heartbut', 0.018518518518518517), ('stjepan', 0.018518518518518517), ('fifa', 0.018518518518518517), ('terroris', 0.018518518518518517)]"
378,378,"[('puppy', 0.039755351681957186), ('vegas', 0.03669724770642202), ('auggie', 0.03058103975535168), ('houston', 0.027522935779816515), ('astro', 0.024464831804281346), ('robin', 0.021406727828746176), ('hahah', 0.01834862385321101), ('rhondy', 0.01529051987767584), ('puma', 0.01529051987767584), ('denver', 0.009174311926605505)]"
379,379,"[('dan_coat', 0.00997506234413965), ('consciousness', 0.00997506234413965), ('garcia', 0.007481296758104738), ('dowhat', 0.007481296758104738), ('leonard', 0.007481296758104738), ('license', 0.007481296758104738), ('navalny', 0.007481296758104738), ('incomplete', 0.007481296758104738), ('chamberlain', 0.007481296758104738), ('fetid', 0.004987531172069825)]"
380,380,"[('hope', 0.1061635809702367), ('day', 0.061635809702367005), ('great', 0.04734005155847199), ('morning', 0.04616826810405437), ('good', 0.043824701195219126), ('awesome', 0.04148113428638388), ('weekend', 0.02226388563393485), ('platinum', 0.01593625498007968), ('afternoon', 0.015233184907429108), ('movie_marathon', 0.014998828216545582)]"
381,381,"[('republican', 0.030308758664146188), ('gop', 0.01833648393194707), ('senate', 0.01833648393194707), ('bill', 0.014996849401386264), ('house', 0.01405166981726528), ('child', 0.013925645872715817), ('retweet', 0.012665406427221172), ('pass', 0.012539382482671708), ('plan', 0.011594202898550725), ('vote', 0.010396975425330813)]"
382,382,"[('dietz', 0.011627906976744186), ('dircia', 0.011627906976744186), ('canoodle', 0.011627906976744186), ('selfpardon', 0.011627906976744186), ('tenley', 0.011627906976744186), ('marina', 0.011627906976744186), ('personltltltoh', 0.011627906976744186), ('neverresist', 0.011627906976744186), ('musica', 0.011627906976744186), ('setinclud', 0.011627906976744186)]"
383,383,"[('madison', 0.02904356534802203), ('hahahah', 0.02303455182774161), ('basketball', 0.020030045067601403), ('wisconsin', 0.019529293940911366), ('literally', 0.018027040560841263), ('body', 0.013019529293940912), ('bc', 0.012518778167250876), ('kimberly', 0.012018027040560842), ('elly', 0.012018027040560842), ('hahah', 0.010515773660490736)]"
384,384,"[('tubular', 0.014084507042253521), ('herebut', 0.014084507042253521), ('excelerol', 0.007042253521126761), ('lashing', 0.007042253521126761), ('ialoneam', 0.007042253521126761), ('comme', 0.007042253521126761), ('prespecial', 0.007042253521126761), ('nonwar', 0.007042253521126761), ('acrylic', 0.007042253521126761), ('robocutie', 0.007042253521126761)]"
385,385,"[('baseball', 0.043318233295583236), ('brave', 0.038788221970554926), ('hit', 0.033408833522083806), ('series', 0.01698754246885617), ('chipper', 0.014722536806342015), ('uggla', 0.01189127972819932), ('pitch', 0.01160815402038505), ('ass', 0.009343148357870895), ('video', 0.009060022650056626), ('photo', 0.008776896942242356)]"
386,386,"[('meshit', 0.008928571428571428), ('proequality', 0.008928571428571428), ('metttorte', 0.008928571428571428), ('workcriminal', 0.008928571428571428), ('putstore', 0.008928571428571428), ('haoh', 0.008928571428571428), ('hellthere', 0.008928571428571428), ('monster', 0.008928571428571428), ('wesley', 0.008928571428571428), ('krsone', 0.008928571428571428)]"
387,387,"[('latestof', 0.0125), ('leftmedia', 0.0125), ('proto', 0.0125), ('problemat', 0.0125), ('unbea', 0.0125), ('rant', 0.0125), ('paperboy', 0.0125), ('dusk', 0.0125), ('coodle', 0.0125), ('draper', 0.0125)]"
388,388,"[('pimp', 0.03409090909090909), ('howar', 0.015151515151515152), ('george_bush', 0.011363636363636364), ('larry', 0.011363636363636364), ('patreon', 0.011363636363636364), ('objectively', 0.011363636363636364), ('fillmore', 0.011363636363636364), ('blake_bortle', 0.011363636363636364), ('sevendust', 0.007575757575757576), ('semitism', 0.007575757575757576)]"
389,389,"[('watcher', 0.030927835051546393), ('behind_clos', 0.010309278350515464), ('yayyyyy', 0.010309278350515464), ('politically_motivated', 0.010309278350515464), ('cheaperbut', 0.010309278350515464), ('chocs', 0.010309278350515464), ('boilerhouse', 0.010309278350515464), ('crippl', 0.010309278350515464), ('linen', 0.010309278350515464), ('benelux', 0.010309278350515464)]"
390,390,"[('history', 0.02696078431372549), ('http', 0.017973856209150325), ('american', 0.017973856209150325), ('new_york', 0.014705882352941176), ('minisink', 0.013888888888888888), ('pa', 0.010620915032679739), ('collection', 0.010620915032679739), ('museum', 0.00980392156862745), ('slave', 0.00980392156862745), ('library', 0.008986928104575163)]"
391,391,"[('goodgod', 0.06923076923076923), ('affleck', 0.015384615384615385), ('parkinsons_disease', 0.015384615384615385), ('extravagance', 0.007692307692307693), ('ginaballerina', 0.007692307692307693), ('wornout', 0.007692307692307693), ('singledhandedly', 0.007692307692307693), ('morejesus', 0.007692307692307693), ('exmichael', 0.007692307692307693), ('youso', 0.007692307692307693)]"
392,392,"[('lafun', 0.02666666666666667), ('espouse', 0.013333333333333334), ('horribleit', 0.013333333333333334), ('shrewd', 0.013333333333333334), ('smithschuster', 0.013333333333333334), ('rosemont', 0.013333333333333334), ('hyatt', 0.013333333333333334), ('lafortune', 0.013333333333333334), ('innocente', 0.013333333333333334), ('stagescream', 0.013333333333333334)]"
393,393,"[('samus', 0.013422818791946308), ('wichita', 0.013422818791946308), ('falta', 0.013422818791946308), ('storeso', 0.006711409395973154), ('hollandaise', 0.006711409395973154), ('alexandria', 0.006711409395973154), ('thingas', 0.006711409395973154), ('oregone', 0.006711409395973154), ('piecepad', 0.006711409395973154), ('dealing', 0.006711409395973154)]"
394,394,"[('felt', 0.018018018018018018), ('dlo', 0.009009009009009009), ('pleasuring', 0.009009009009009009), ('medicaidif', 0.009009009009009009), ('roasting', 0.009009009009009009), ('leaver', 0.009009009009009009), ('lightrosie', 0.009009009009009009), ('gasit', 0.009009009009009009), ('trueaccepting', 0.009009009009009009), ('gymnasticsalso', 0.009009009009009009)]"
395,395,"[('aquarius', 0.3149090909090909), ('today', 0.08625454545454546), ('feel', 0.013672727272727272), ('friend', 0.010327272727272727), ('feeling', 0.00930909090909091), ('fun', 0.007854545454545454), ('baby', 0.006836363636363636), ('child', 0.006545454545454545), ('current', 0.0064), ('emotional', 0.0064)]"
396,396,"[('equalizer', 0.019417475728155338), ('yuss', 0.009708737864077669), ('awareness', 0.009708737864077669), ('ahh', 0.009708737864077669), ('antiwall', 0.009708737864077669), ('warjohn', 0.009708737864077669), ('pussygrabber', 0.009708737864077669), ('cymbal', 0.009708737864077669), ('centerfold', 0.009708737864077669), ('pilotbarr', 0.009708737864077669)]"
397,397,"[('okq', 0.011235955056179775), ('areplastic', 0.011235955056179775), ('survival', 0.011235955056179775), ('lookit', 0.011235955056179775), ('longmaybe', 0.011235955056179775), ('restatement', 0.011235955056179775), ('junction', 0.011235955056179775), ('additional', 0.011235955056179775), ('explodingtrump', 0.011235955056179775), ('unreleas', 0.011235955056179775)]"
398,398,"[('pwi', 0.013071895424836602), ('coax', 0.013071895424836602), ('topik', 0.006535947712418301), ('admired', 0.006535947712418301), ('gore', 0.006535947712418301), ('african', 0.006535947712418301), ('tera', 0.006535947712418301), ('cherio', 0.006535947712418301), ('sunoh', 0.006535947712418301), ('illin', 0.006535947712418301)]"
399,399,"[('mturk', 0.06984126984126984), ('tea', 0.031746031746031744), ('requester', 0.02857142857142857), ('forum', 0.022222222222222223), ('expire', 0.022222222222222223), ('survey', 0.022222222222222223), ('cup', 0.01904761904761905), ('qual', 0.015873015873015872), ('qualification', 0.015873015873015872), ('ryzen', 0.015873015873015872)]"
